x,y,predicted_stage,stage_name,num_observations
12,21,0,bbch_00,1
11,21,0,bbch_00,1
10,21,3,bbch_51,1
13,21,0,bbch_00,1
14,21,0,bbch_00,1
15,21,0,bbch_00,1
16,21,0,bbch_00,1
17,21,0,bbch_00,1
18,21,3,bbch_51,1
20,21,0,bbch_00,1
19,21,0,bbch_00,1
21,21,0,bbch_00,1
23,21,0,bbch_00,1
25,21,0,bbch_00,1
22,21,0,bbch_00,1
24,21,0,bbch_00,1
27,21,0,bbch_00,1
26,21,0,bbch_00,1
28,21,0,bbch_00,1
29,21,0,bbch_00,1
31,21,0,bbch_00,1
30,21,0,bbch_00,1
33,21,0,bbch_00,1
32,21,0,bbch_00,1
34,21,0,bbch_00,1
35,21,0,bbch_00,1
36,21,0,bbch_00,1
38,21,0,bbch_00,1
37,21,0,bbch_00,1
40,21,0,bbch_00,1
39,21,0,bbch_00,1
41,21,0,bbch_00,1
42,21,0,bbch_00,1
43,21,0,bbch_00,1
45,21,0,bbch_00,1
44,21,0,bbch_00,1
0,22,0,bbch_00,1
1,22,0,bbch_00,1
46,21,0,bbch_00,1
2,22,0,bbch_00,1
3,22,0,bbch_00,1
4,22,0,bbch_00,1
5,22,0,bbch_00,1
6,22,3,bbch_51,1
8,22,0,bbch_00,1
7,22,3,bbch_51,1
10,22,0,bbch_00,1
11,22,0,bbch_00,1
9,22,0,bbch_00,1
12,22,0,bbch_00,1
15,22,0,bbch_00,1
14,22,0,bbch_00,1
13,22,0,bbch_00,1
16,22,0,bbch_00,1
17,22,0,bbch_00,1
19,22,0,bbch_00,1
18,22,0,bbch_00,1
20,22,0,bbch_00,1
21,22,0,bbch_00,1
22,22,0,bbch_00,1
24,22,0,bbch_00,1
23,22,0,bbch_00,1
25,22,0,bbch_00,1
26,22,0,bbch_00,1
27,22,0,bbch_00,1
28,22,0,bbch_00,1
29,22,0,bbch_00,1
30,22,0,bbch_00,1
31,22,0,bbch_00,1
33,22,0,bbch_00,1
32,22,0,bbch_00,1
34,22,0,bbch_00,1
35,22,0,bbch_00,1
37,22,0,bbch_00,1
36,22,0,bbch_00,1
38,22,0,bbch_00,1
39,22,0,bbch_00,1
41,22,0,bbch_00,1
42,22,0,bbch_00,1
40,22,0,bbch_00,1
44,22,0,bbch_00,1
45,22,0,bbch_00,1
43,22,0,bbch_00,1
46,22,0,bbch_00,1
0,23,3,bbch_51,1
1,23,3,bbch_51,1
2,23,0,bbch_00,1
3,23,0,bbch_00,1
5,23,0,bbch_00,1
4,23,0,bbch_00,1
6,23,3,bbch_51,1
8,23,0,bbch_00,1
7,23,3,bbch_51,1
10,23,0,bbch_00,1
9,23,0,bbch_00,1
11,23,0,bbch_00,1
12,23,0,bbch_00,1
13,23,0,bbch_00,1
15,23,0,bbch_00,1
14,23,0,bbch_00,1
16,23,0,bbch_00,1
17,23,0,bbch_00,1
18,23,0,bbch_00,1
19,23,0,bbch_00,1
21,23,0,bbch_00,1
23,23,0,bbch_00,1
22,23,0,bbch_00,1
20,23,3,bbch_51,1
24,23,0,bbch_00,1
25,23,0,bbch_00,1
26,23,0,bbch_00,1
27,23,0,bbch_00,1
31,23,0,bbch_00,1
29,23,0,bbch_00,1
28,23,0,bbch_00,1
30,23,0,bbch_00,1
33,23,0,bbch_00,1
35,23,0,bbch_00,1
32,23,0,bbch_00,1
34,23,0,bbch_00,1
36,23,0,bbch_00,1
38,23,0,bbch_00,1
37,23,0,bbch_00,1
39,23,0,bbch_00,1
40,23,0,bbch_00,1
41,23,0,bbch_00,1
42,23,0,bbch_00,1
43,23,0,bbch_00,1
44,23,0,bbch_00,1
45,23,0,bbch_00,1
46,23,0,bbch_00,1
0,24,0,bbch_00,1
1,24,0,bbch_00,1
2,24,0,bbch_00,1
3,24,0,bbch_00,1
6,24,3,bbch_51,1
5,24,3,bbch_51,1
4,24,3,bbch_51,1
7,24,3,bbch_51,1
9,24,3,bbch_51,1
8,24,3,bbch_51,1
10,24,0,bbch_00,1
11,24,0,bbch_00,1
13,24,0,bbch_00,1
12,24,0,bbch_00,1
14,24,0,bbch_00,1
15,24,0,bbch_00,1
16,24,0,bbch_00,1
18,24,0,bbch_00,1
19,24,0,bbch_00,1
17,24,0,bbch_00,1
21,24,0,bbch_00,1
20,24,0,bbch_00,1
22,24,0,bbch_00,1
23,24,0,bbch_00,1
24,24,0,bbch_00,1
26,24,0,bbch_00,1
25,24,0,bbch_00,1
27,24,0,bbch_00,1
30,24,0,bbch_00,1
28,24,0,bbch_00,1
29,24,0,bbch_00,1
31,24,0,bbch_00,1
32,24,0,bbch_00,1
33,24,0,bbch_00,1
34,24,0,bbch_00,1
37,24,0,bbch_00,1
36,24,0,bbch_00,1
35,24,0,bbch_00,1
38,24,0,bbch_00,1
42,24,0,bbch_00,1
39,24,0,bbch_00,1
41,24,0,bbch_00,1
40,24,0,bbch_00,1
44,24,0,bbch_00,1
43,24,3,bbch_51,1
46,24,0,bbch_00,1
45,24,0,bbch_00,1
2,25,0,bbch_00,1
0,25,0,bbch_00,1
1,25,0,bbch_00,1
3,25,0,bbch_00,1
4,25,0,bbch_00,1
5,25,3,bbch_51,1
6,25,3,bbch_51,1
7,25,3,bbch_51,1
8,25,3,bbch_51,1
9,25,3,bbch_51,1
10,25,0,bbch_00,1
11,25,0,bbch_00,1
13,25,0,bbch_00,1
12,25,0,bbch_00,1
15,25,0,bbch_00,1
14,25,0,bbch_00,1
16,25,0,bbch_00,1
17,25,0,bbch_00,1
18,25,0,bbch_00,1
20,25,0,bbch_00,1
19,25,0,bbch_00,1
22,25,0,bbch_00,1
23,25,0,bbch_00,1
21,25,0,bbch_00,1
24,25,0,bbch_00,1
25,25,0,bbch_00,1
26,25,0,bbch_00,1
27,25,0,bbch_00,1
28,25,0,bbch_00,1
29,25,0,bbch_00,1
30,25,0,bbch_00,1
33,25,0,bbch_00,1
31,25,0,bbch_00,1
32,25,0,bbch_00,1
34,25,0,bbch_00,1
37,25,0,bbch_00,1
35,25,0,bbch_00,1
36,25,0,bbch_00,1
38,25,0,bbch_00,1
39,25,0,bbch_00,1
40,25,0,bbch_00,1
41,25,3,bbch_51,1
42,25,0,bbch_00,1
43,25,0,bbch_00,1
44,25,2,bbch_31,1
45,25,2,bbch_31,1
0,26,0,bbch_00,1
46,25,6,bbch_99,1
1,26,0,bbch_00,1
2,26,0,bbch_00,1
3,26,0,bbch_00,1
4,26,0,bbch_00,1
5,26,3,bbch_51,1
6,26,3,bbch_51,1
7,26,3,bbch_51,1
8,26,0,bbch_00,1
9,26,3,bbch_51,1
12,26,0,bbch_00,1
10,26,0,bbch_00,1
11,26,0,bbch_00,1
13,26,0,bbch_00,1
14,26,3,bbch_51,1
15,26,3,bbch_51,1
16,26,3,bbch_51,1
18,26,3,bbch_51,1
17,26,3,bbch_51,1
19,26,3,bbch_51,1
20,26,3,bbch_51,1
21,26,3,bbch_51,1
22,26,3,bbch_51,1
23,26,3,bbch_51,1
25,26,0,bbch_00,1
24,26,0,bbch_00,1
26,26,0,bbch_00,1
27,26,0,bbch_00,1
28,26,0,bbch_00,1
29,26,0,bbch_00,1
30,26,0,bbch_00,1
31,26,0,bbch_00,1
32,26,0,bbch_00,1
33,26,0,bbch_00,1
34,26,3,bbch_51,1
35,26,3,bbch_51,1
36,26,3,bbch_51,1
37,26,3,bbch_51,1
38,26,3,bbch_51,1
39,26,3,bbch_51,1
40,26,3,bbch_51,1
41,26,3,bbch_51,1
42,26,3,bbch_51,1
43,26,3,bbch_51,1
44,26,3,bbch_51,1
46,26,6,bbch_99,1
45,26,3,bbch_51,1
0,27,0,bbch_00,1
3,27,0,bbch_00,1
1,27,0,bbch_00,1
2,27,0,bbch_00,1
4,27,0,bbch_00,1
7,27,3,bbch_51,1
6,27,3,bbch_51,1
5,27,3,bbch_51,1
8,27,0,bbch_00,1
9,27,3,bbch_51,1
12,27,0,bbch_00,1
11,27,0,bbch_00,1
10,27,0,bbch_00,1
13,27,0,bbch_00,1
14,27,3,bbch_51,1
16,27,3,bbch_51,1
15,27,3,bbch_51,1
17,27,3,bbch_51,1
19,27,3,bbch_51,1
18,27,3,bbch_51,1
20,27,3,bbch_51,1
21,27,3,bbch_51,1
22,27,3,bbch_51,1
23,27,3,bbch_51,1
25,27,0,bbch_00,1
26,27,0,bbch_00,1
24,27,0,bbch_00,1
27,27,0,bbch_00,1
29,27,0,bbch_00,1
28,27,0,bbch_00,1
30,27,0,bbch_00,1
32,27,0,bbch_00,1
31,27,0,bbch_00,1
33,27,3,bbch_51,1
35,27,3,bbch_51,1
34,27,3,bbch_51,1
36,27,3,bbch_51,1
37,27,3,bbch_51,1
38,27,3,bbch_51,1
41,27,3,bbch_51,1
40,27,3,bbch_51,1
39,27,3,bbch_51,1
42,27,3,bbch_51,1
43,27,3,bbch_51,1
44,27,3,bbch_51,1
45,27,3,bbch_51,1
46,27,6,bbch_99,1
0,28,0,bbch_00,1
1,28,0,bbch_00,1
2,28,0,bbch_00,1
3,28,0,bbch_00,1
5,28,3,bbch_51,1
4,28,0,bbch_00,1
7,28,3,bbch_51,1
8,28,3,bbch_51,1
6,28,3,bbch_51,1
9,28,3,bbch_51,1
10,28,0,bbch_00,1
11,28,0,bbch_00,1
12,28,3,bbch_51,1
13,28,3,bbch_51,1
15,28,3,bbch_51,1
14,28,3,bbch_51,1
16,28,3,bbch_51,1
17,28,3,bbch_51,1
18,28,3,bbch_51,1
19,28,3,bbch_51,1
20,28,3,bbch_51,1
21,28,3,bbch_51,1
22,28,0,bbch_00,1
24,28,0,bbch_00,1
25,28,0,bbch_00,1
23,28,3,bbch_51,1
26,28,0,bbch_00,1
29,28,3,bbch_51,1
27,28,0,bbch_00,1
28,28,3,bbch_51,1
31,28,3,bbch_51,1
30,28,3,bbch_51,1
32,28,3,bbch_51,1
33,28,3,bbch_51,1
34,28,3,bbch_51,1
36,28,3,bbch_51,1
35,28,3,bbch_51,1
38,28,3,bbch_51,1
37,28,3,bbch_51,1
39,28,3,bbch_51,1
40,28,3,bbch_51,1
41,28,3,bbch_51,1
42,28,3,bbch_51,1
44,28,3,bbch_51,1
43,28,3,bbch_51,1
45,28,3,bbch_51,1
46,28,6,bbch_99,1
2,29,0,bbch_00,1
0,29,0,bbch_00,1
1,29,0,bbch_00,1
3,29,0,bbch_00,1
4,29,0,bbch_00,1
5,29,0,bbch_00,1
6,29,3,bbch_51,1
7,29,3,bbch_51,1
8,29,3,bbch_51,1
10,29,0,bbch_00,1
11,29,0,bbch_00,1
9,29,3,bbch_51,1
12,29,3,bbch_51,1
13,29,3,bbch_51,1
14,29,3,bbch_51,1
16,29,3,bbch_51,1
15,29,3,bbch_51,1
18,29,3,bbch_51,1
19,29,3,bbch_51,1
17,29,3,bbch_51,1
20,29,3,bbch_51,1
21,29,3,bbch_51,1
22,29,3,bbch_51,1
23,29,3,bbch_51,1
25,29,0,bbch_00,1
24,29,0,bbch_00,1
26,29,0,bbch_00,1
27,29,0,bbch_00,1
28,29,3,bbch_51,1
29,29,3,bbch_51,1
30,29,3,bbch_51,1
32,29,3,bbch_51,1
31,29,3,bbch_51,1
34,29,3,bbch_51,1
33,29,3,bbch_51,1
35,29,3,bbch_51,1
37,29,3,bbch_51,1
36,29,3,bbch_51,1
38,29,3,bbch_51,1
39,29,3,bbch_51,1
40,29,3,bbch_51,1
41,29,3,bbch_51,1
42,29,3,bbch_51,1
44,29,3,bbch_51,1
45,29,3,bbch_51,1
43,29,3,bbch_51,1
46,29,6,bbch_99,1
0,30,0,bbch_00,1
1,30,0,bbch_00,1
2,30,0,bbch_00,1
4,30,0,bbch_00,1
3,30,0,bbch_00,1
5,30,0,bbch_00,1
7,30,3,bbch_51,1
6,30,3,bbch_51,1
8,30,3,bbch_51,1
9,30,3,bbch_51,1
11,30,0,bbch_00,1
10,30,0,bbch_00,1
12,30,0,bbch_00,1
14,30,3,bbch_51,1
16,30,3,bbch_51,1
13,30,0,bbch_00,1
15,30,3,bbch_51,1
17,30,3,bbch_51,1
18,30,3,bbch_51,1
19,30,3,bbch_51,1
21,30,3,bbch_51,1
20,30,3,bbch_51,1
22,30,0,bbch_00,1
24,30,0,bbch_00,1
23,30,0,bbch_00,1
26,30,0,bbch_00,1
25,30,0,bbch_00,1
27,30,0,bbch_00,1
28,30,3,bbch_51,1
29,30,3,bbch_51,1
30,30,3,bbch_51,1
33,30,3,bbch_51,1
31,30,3,bbch_51,1
34,30,3,bbch_51,1
32,30,3,bbch_51,1
35,30,3,bbch_51,1
38,30,3,bbch_51,1
36,30,3,bbch_51,1
37,30,3,bbch_51,1
39,30,3,bbch_51,1
40,30,3,bbch_51,1
43,30,3,bbch_51,1
41,30,3,bbch_51,1
42,30,3,bbch_51,1
44,30,3,bbch_51,1
0,31,0,bbch_00,1
46,30,0,bbch_00,1
45,30,3,bbch_51,1
1,31,0,bbch_00,1
2,31,0,bbch_00,1
3,31,0,bbch_00,1
5,31,0,bbch_00,1
4,31,0,bbch_00,1
7,31,3,bbch_51,1
6,31,3,bbch_51,1
8,31,3,bbch_51,1
9,31,3,bbch_51,1
10,31,0,bbch_00,1
11,31,0,bbch_00,1
12,31,0,bbch_00,1
13,31,3,bbch_51,1
14,31,3,bbch_51,1
15,31,3,bbch_51,1
16,31,3,bbch_51,1
17,31,3,bbch_51,1
18,31,3,bbch_51,1
20,31,0,bbch_00,1
19,31,3,bbch_51,1
22,31,0,bbch_00,1
21,31,0,bbch_00,1
23,31,0,bbch_00,1
25,31,0,bbch_00,1
24,31,0,bbch_00,1
26,31,0,bbch_00,1
27,31,0,bbch_00,1
28,31,3,bbch_51,1
29,31,3,bbch_51,1
30,31,3,bbch_51,1
31,31,3,bbch_51,1
32,31,3,bbch_51,1
36,31,3,bbch_51,1
33,31,3,bbch_51,1
35,31,3,bbch_51,1
34,31,3,bbch_51,1
38,31,3,bbch_51,1
39,31,3,bbch_51,1
37,31,3,bbch_51,1
40,31,3,bbch_51,1
41,31,3,bbch_51,1
44,31,3,bbch_51,1
42,31,3,bbch_51,1
43,31,3,bbch_51,1
46,31,0,bbch_00,1
45,31,3,bbch_51,1
0,32,0,bbch_00,1
1,32,0,bbch_00,1
2,32,0,bbch_00,1
4,32,0,bbch_00,1
3,32,0,bbch_00,1
5,32,0,bbch_00,1
6,32,0,bbch_00,1
7,32,0,bbch_00,1
8,32,0,bbch_00,1
9,32,0,bbch_00,1
10,32,0,bbch_00,1
11,32,0,bbch_00,1
12,32,0,bbch_00,1
14,32,0,bbch_00,1
13,32,0,bbch_00,1
15,32,0,bbch_00,1
16,32,0,bbch_00,1
18,32,0,bbch_00,1
17,32,0,bbch_00,1
19,32,0,bbch_00,1
20,32,0,bbch_00,1
23,32,0,bbch_00,1
24,32,0,bbch_00,1
21,32,0,bbch_00,1
22,32,0,bbch_00,1
26,32,0,bbch_00,1
25,32,0,bbch_00,1
28,32,3,bbch_51,1
27,32,0,bbch_00,1
29,32,3,bbch_51,1
30,32,3,bbch_51,1
31,32,3,bbch_51,1
32,32,3,bbch_51,1
34,32,3,bbch_51,1
33,32,3,bbch_51,1
36,32,3,bbch_51,1
35,32,3,bbch_51,1
38,32,3,bbch_51,1
37,32,3,bbch_51,1
39,32,3,bbch_51,1
41,32,3,bbch_51,1
40,32,3,bbch_51,1
43,32,3,bbch_51,1
42,32,3,bbch_51,1
44,32,3,bbch_51,1
45,32,3,bbch_51,1
46,32,0,bbch_00,1
